,Time,Time in Minutes,Pb1,Pb1-Pb2,Pb2,Pb3-Fire,Pb3-Amb,Pb4,Pb4-Pb5,Pb5,FHF,FHF-Extra,FHF-Extra2,FCF,FCF-Extra,AHF,AHF-Extra,ACF,ACF-Extra,ACF-Extra2
0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,14.438273,0.24063788333333333,19.999284,20.000025,23.774888,19.997636,19.997805,19.999285999999998,20.0,20.010704999999998,20.001259,20.001259,20.001259,20.000757999999998,20.000757999999998,19.999563000000002,19.999563000000002,20.000573000000003,20.000573000000003,20.000573000000003
2,28.830636,0.48051059999999995,20.011477,20.001552,36.81754,20.008508,20.008707,20.011685999999997,20.000003,20.021883,20.008126999999998,20.008126999999998,20.008126999999998,20.005633,20.005633,20.002806,20.002806,20.007373,20.007373,20.007373
3,43.222999,0.7203833166666667,20.019537,20.014187,57.371069999999996,20.014360999999997,20.014565,20.019884,20.000035,20.026292,20.016161999999998,20.016161999999998,20.016161999999998,20.011273000000003,20.011273000000003,20.006339,20.006339,20.015548000000003,20.015548000000003,20.015548000000003
4,57.615362,0.9602560333333333,20.025029999999997,20.060766,86.52205699999999,20.018337,20.018545,20.025427,20.000131,20.029471,20.023858999999998,20.023858999999998,20.023858999999998,20.016605,20.016605,20.009721,20.009721,20.0234,20.0234,20.0234
5,72.007725,1.20012875,20.028731,20.176689,119.77637,20.020652,20.020865,20.028828,20.000316,20.029398999999998,20.030625,20.030625,20.030625,20.021192000000003,20.021192000000003,20.012547,20.012547,20.030299,20.030299,20.030299
6,86.400088,1.4400014666666665,20.029193,20.405538,141.24395,20.020157,20.020346,20.028001999999997,20.0006,20.025317,20.034542000000002,20.034542000000002,20.034542000000002,20.023753,20.023753,20.014078,20.014078,20.034281,20.034281,20.034281
7,100.84043,1.6806738333333333,20.031361999999998,20.78324,159.53359,20.019878,20.020088,20.026757,20.000976,20.02362,20.037012,20.037012,20.037012,20.025353,20.025353,20.015242,20.015242,20.036770999999998,20.036770999999998,20.036770999999998
8,115.23279,1.9205465,20.038306,21.32161,179.40098999999998,20.020139999999998,20.020482,20.026145,20.001424,20.022716,20.039131,20.039131,20.039131,20.026687,20.026687,20.016289999999998,20.016289999999998,20.038856,20.038856,20.038856
9,129.62515,2.1604191666666663,20.052457999999998,22.012846,209.87512,20.02062,20.021294,20.025817,20.001922,20.02196,20.041129,20.041129,20.041129,20.027875,20.027875,20.017242,20.017242,20.040714,20.040714,20.040714
10,144.01752,2.400292,20.077123,22.84228,231.68881000000002,20.021327,20.022665,20.025712,20.002451999999998,20.021789000000002,20.043210000000002,20.043210000000002,20.043210000000002,20.029022,20.029022,20.018179,20.018179,20.042457000000002,20.042457000000002,20.042457000000002
11,158.40988000000002,2.6401646666666667,20.115899,23.792654000000002,258.18552,20.022092999999998,20.024612,20.02582,20.003001,20.021278,20.045561,20.045561,20.045561,20.030178,20.030178,20.019056,20.019056,20.044145,20.044145,20.044145
12,172.80223999999998,2.880037333333333,20.17202,24.848114000000002,291.94615,20.022773,20.027176,20.025728,20.00356,20.020999,20.048214,20.048214,20.048214,20.031292,20.031292,20.019863,20.019863,20.04563,20.04563,20.04563
13,187.24258,3.120709666666667,20.250071,25.995995,315.31505,20.024104,20.031374,20.026504,20.004123999999997,20.021995,20.051944,20.051944,20.051944,20.032813,20.032813,20.020885999999997,20.020885999999997,20.047451000000002,20.047451000000002,20.047451000000002
14,201.63494,3.3605823333333333,20.351566000000002,27.218974,331.58916,20.024809,20.036136,20.026707000000002,20.004686,20.020892,20.056416,20.056416,20.056416,20.034347,20.034347,20.021645,20.021645,20.049,20.049,20.049
15,216.02731,3.600455166666667,20.4785,28.502712,345.39709,20.025039000000003,20.041806,20.026103,20.005244,20.019757000000002,20.061608,20.061608,20.061608,20.035756,20.035756,20.022176,20.022176,20.050012,20.050012,20.050012
16,230.41967000000002,3.8403278333333337,20.633691,29.83858,362.17033,20.025398000000003,20.049344,20.025578,20.005795000000003,20.01915,20.068105,20.068105,20.068105,20.037347,20.037347,20.022647,20.022647,20.050804,20.050804,20.050804
